Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,informal,swear,netspeak,assent,nonflu,filler
2113,1336079631540076544,9,"Park City, Utah","Adult, child, and adolescent psychiatrist. Working together in wellness.",2021-10-27 15:30:15,"Have you tried different #medications for your #depression, #ocd, #nicotine addiction or #ptsd and nothing seems to help? Our team can help you reconnect with your life without medication. Learn more at https://t.co/QFXQSrolDr  #drlsquared #rTMS #TMS #transcranial https://t.co/crizsc8nkB","['medications', 'depression', 'ocd', 'nicotine', 'ptsd']",46,71.39,95.89,9.25,4.13,15.33,28.26,67.39,2.17,0.00,2.17,0.00,0.00,2.17,17.39,0.00,0.00,0.00,0.00,13.04,4.35,0.00,0.00,4.35,2.17,6.52,10.87,8.70,4.35,4.35,0.00,0.00,2.17,8.70,0.00,4.35,0.00,4.35,0.00,0.00,0.00
2114,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 15:20:01,Mindfulness-based Image Reprocessing for OCD. Online Mindfulness Therapy via Skype. Most people see huge improvements after 3-4 sessions. Contact me to learn more. See: Online Psychotherapy for OCD https://t.co/wCjfIfXsZo #OCD #OCDTreatment #OCDRecovery,,38,98.71,60.39,50.35,74.74,7.60,28.95,68.42,2.63,2.63,0.00,0.00,0.00,0.00,5.26,0.00,2.63,0.00,0.00,13.16,7.89,2.63,0.00,2.63,0.00,0.00,5.26,0.00,2.63,2.63,0.00,0.00,0.00,7.89,0.00,2.63,0.00,2.63,0.00,0.00,0.00
2115,1016397855865688065,4126,Check out my Website 🌻😊👇🏻,The 💯% honest views of a Guy from the UK 🇬🇧 who ❤️'s @NUFC ⚽️ #نيوكاسل & suffers daily with #Anxiety #Depression #EUPD #OCD & #CPTSD 🥺 I love ❤️ my family x,2021-10-27 15:06:27,"I wish I knew what ""Living"" felt like? 🤔 I know just ""Existing"" is fucking shit 🤦🏼‍♂️🥺👎🏻 I can't take much more of just ""Existing"" 💔👎🏻 #Suicidal #Anxiety #Depression #EUPD/#BPD #OCD #CPTSD #MentalHealth 💚 😭💔",,31,45.37,1.00,60.40,1.00,15.50,22.58,80.65,12.90,0.00,12.90,3.23,6.45,3.23,0.00,0.00,0.00,0.00,0.00,16.13,9.68,0.00,3.23,0.00,0.00,3.23,3.23,0.00,0.00,0.00,3.23,0.00,6.45,12.90,3.23,6.45,6.45,0.00,0.00,0.00,0.00
2116,1436258074852044830,71,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-27 14:54:25,One of the small things I've noticed as part of my improvements is being able to play one game and watch one show continuously through the day. I still play and watch at the same time but I can do the same show / game for longer. #mentalhealth #bipolar #anxiety #OCD,,50,82.26,27.43,69.14,91.14,16.67,14.00,96.00,8.00,6.00,2.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,2.00,10.00,4.00,4.00,2.00,0.00,0.00,2.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2117,25268660,40226,www.Youtube.com/PacificRimVideoPress,FOLLOW ME! On-Camera Entertainment News Host for Pacific Rim Video Press and Front Row Features Wire. 😊,2021-10-27 14:44:25,I hope everyone joins me today (10/27) at 9am PST for a discussion on how to make OCD and related disorders treatment a lifestyle! Join live on the @IOCDF ‘s Facebook / YouTube &amp; other socials! See you there! #OCD https://t.co/CPYuiYJ190,,45,90.94,74.76,18.21,67.75,11.25,22.22,66.67,2.22,2.22,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,13.33,2.22,4.44,2.22,2.22,2.22,2.22,6.67,6.67,0.00,0.00,0.00,0.00,0.00,13.33,2.22,2.22,0.00,2.22,0.00,0.00,0.00
2118,920007500065361924,21,Pues aquí.,Diseñador // Ilustrador,2021-10-27 14:43:38,"A drawing a day! I finished this 20 day challenge!
#posh #OCD #hive #peakd #illustration #drawart
#digitalart #digitalpainting #halloween #loveart
#Colors 
https://t.co/SMh0VcQWOF","['posh', 'OCD', 'hive', 'peakd', 'illustration', 'drawart', 'digitalart']",26,93.26,35.01,5.76,89.84,8.67,38.46,42.31,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00
2119,1407424541295407104,523,Arizona,"Educator, curriculum expert, school founder and administrator. #ThearaWay (Personal account @reneerosales )",2021-10-27 14:42:49,Renee a Waymaker from Theara is spreading some tips and tricks for the Neurodivergent Collective #thearaway #neurodivergent #adhd #ocd #tipsandtricks #gifted #wellness #dyslexia https://t.co/uyN7asJf6Z,['thearaway'],28,97.73,50.00,1.00,25.77,28.00,35.71,39.29,7.14,3.57,3.57,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,7.14,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,3.57,0.00,0.00,0.00
2120,183288056,19810,"Silver Spring, MD","ADAA is a nonprofit organization dedicated to informing the public about anxiety, depression, OCD, PTSD, and related disorders and their treatments.",2021-10-27 14:33:01,".@mountainvallTC is seeking a primary therapist to provide individual, family, and group therapy at their residential treatment program. Experience in #CBT and #ERP for #anxiety disorders and #OCD preferred. https://t.co/Csihg35YCC #ADAAEarlyCareer #hiring",,36,93.26,91.75,1.00,2.09,12.00,44.44,69.44,2.78,0.00,2.78,2.78,0.00,0.00,13.89,2.78,0.00,0.00,0.00,2.78,2.78,0.00,2.78,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,2.78,0.00,2.78,0.00,0.00,0.00
2121,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 14:30:15,"OCD treatment without medication - Online #Mindfulness Therapist for #OCD.
Visit: https://t.co/4fEstIJ89K #OCDrecovery #OCDawareness #OnlineTherapistforOCD","['Mindfulness', 'OCD']",19,96.93,29.92,19.27,25.77,9.50,47.37,47.37,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00
2122,48688646,677,Midlander,"Tourettic. Aspergic. Writer, dreamer, spy in the (ware)house of love, space loving RSPB member and nature blogger",2021-10-27 14:24:07,"The world of #tourettes isn't always as funny as it can appear, as pets of it can be very very horrible. Likewise the #ocd there are worse things than lining things up or washing your hands a lot.",['tourettes'],38,49.71,29.92,19.27,2.51,19.00,10.53,92.11,7.89,2.63,5.26,2.63,0.00,0.00,2.63,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,7.89,2.63,7.89,5.26,0.00,0.00,2.63,0.00,2.63,0.00,18.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2123,1441775250333569033,59,,Photograper,2021-10-27 14:16:24,"black ant || the macrophotography — Hive https://t.co/BLyYiDtCuZ 

#hive #posh #themacrophotography #stockimages #photographyloves #appreciator #neoxian #ocd","['hive', 'posh', 'themacrophotography', 'stockimages']",18,97.07,50.00,1.00,98.27,18.00,38.89,33.33,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00
2124,16682024,1070,Nederland,"dichtbundel nu uit https://t.co/iuupS84saA
 #autisme #ocd",2021-10-27 13:51:46,"infected by a thought.
#abstractart #mixtmedia #acryl #oilpaint #ocd @ Stichting ASSortiMENS https://t.co/M5wFqdCOpI","['abstractart', 'mixtmedia', 'acryl', 'oilpaint', 'ocd']",16,99.00,50.00,1.00,25.77,8.00,50.00,43.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00
2125,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 13:35:01,Online Therapist for Obsessive Compulsive Disorder https://t.co/4fEstIJ89K #OCD,['OCD'],13,97.95,50.00,1.00,1.00,13.00,38.46,38.46,7.69,0.00,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00
2126,868186535291740160,113,Edible cookie dough is my jam,"My inner geek is slowly coming back to life, she/her/bro/dude/everything u want, a bit of everything, a lot of nightwing 🐙",2021-10-27 13:25:21,"God thank god for this app, it feels like am not the only one #OCD, it even includes people that aren’t professionally diagnosed! Meaning their problems and worries are still valid, love the community there 💕 https://t.co/Sq80cg9bon",['OCD'],40,32.01,50.00,7.84,25.77,20.00,20.00,87.50,10.00,5.00,5.00,2.50,0.00,0.00,10.00,0.00,0.00,0.00,0.00,15.00,7.50,0.00,2.50,0.00,0.00,5.00,12.50,5.00,0.00,5.00,0.00,2.50,0.00,17.50,0.00,5.00,0.00,5.00,0.00,0.00,0.00
2127,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 13:25:01,Online Therapist for Obsessive Compulsive Disorder via Skype. Inquiries welcome! Go to: https://t.co/4fEstIJ89K #OCD #OCDtreatment #OCDrecovery,,21,99.00,82.96,37.24,25.77,7.00,42.86,52.38,9.52,4.76,4.76,4.76,0.00,0.00,9.52,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00
2128,2795122815,1399,"Ontario, Canada",The Ontario Neurodegenerative Disease Research Initiative is studying #Dementia through a cross-disease lens #Alzheimers #Parkinsons #FTD #ALS & #Stroke,2021-10-27 13:23:37,"Families of kids with #ADHD, #Autism, #CerebralPalsy, #Epilepsy, #IntellectualDisabilities &amp; #OCD who have sleepless nights: You are not alone! On Nov 9, join experts from @Dalhousie @PONDNetwork @EpLinkON + CP-Net for research-based #sleep tips: https://t.co/OCXR0GCr6N 🧠","['ADHD', 'Autism', 'CerebralPalsy', 'Epilepsy', 'IntellectualDisabilities', 'OCD']",40,93.26,77.33,1.28,25.77,20.00,27.50,57.50,5.00,2.50,2.50,0.00,0.00,2.50,10.00,2.50,0.00,0.00,0.00,5.00,0.00,2.50,0.00,0.00,0.00,2.50,7.50,5.00,0.00,2.50,0.00,0.00,0.00,7.50,0.00,2.50,0.00,2.50,0.00,0.00,0.00
2129,1215381857426182156,69,"Oak Brook, IL ","The Mind Solution | A non-invasive solution for depression,OCD, and other diagnoses without the use of medication or invasive procedures.",2021-10-27 13:20:03,Seasonal affective disorder (SAD) is a type of depression that's related to changes in seasons. For treatment during this time of year call us at 630.974.6602 or email info@relieftms.com #ReliefTMS #Depression #OCD #Anxiety #TMS #Spravato #MedicationManagement #BrainsWay #SAD https://t.co/Lt0R7aOgCQ,,46,96.43,80.77,68.63,1.00,23.00,34.78,67.39,10.87,0.00,10.87,2.17,0.00,8.70,8.70,0.00,0.00,0.00,0.00,8.70,4.35,2.17,0.00,2.17,0.00,2.17,2.17,2.17,0.00,0.00,0.00,0.00,0.00,4.35,0.00,2.17,0.00,2.17,0.00,0.00,0.00
2130,931272067948957701,619,"Towson, MD","For over 25 years, ASDI has specialized in treating OCD, Panic, and Worry in children, adults, and families in the BALTIMORE area.",2021-10-27 12:31:53,Treating OCD involves targeting more than just uncertainty. #OCD #ERP #cbtworks https://t.co/LReW4yH6N8,"['OCD', 'ERP', 'cbtworks']",16,93.26,50.00,1.00,1.00,8.00,37.50,50.00,6.25,0.00,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00
2131,634920817,2841,"Cardiff, U.K.","Richard J. D’Souza (B.A. Hons., P.G.C.E., D.C. Hyp.) #Hypnotherapy #Cardiff offers Clinical Hypnotherapy and Stress Management to treat a variety of conditions.",2021-10-27 12:30:13,"The common types of OCD https://t.co/A2mF3oJ75o
#OCD #obsessivecompulsivedisorder #magicalOCD #obsessions #intrusivethoughts #pureobsession #contamination #germs #dirt #viruses #control #arranging #symmetry #fearofharm #taboo #forbiddenthoughts #luck #superstition #scrupulosity https://t.co/jhLrtktcAW","['OCD', 'obsessivecompulsivedisorder', 'magicalOCD', 'obsessions']",34,97.21,50.00,1.00,1.76,34.00,47.06,32.35,8.82,2.94,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,2.94,0.00,2.94,0.00,0.00,5.88,0.00,0.00,2.94,2.94,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00
2132,829318199468490752,294,Eora Nation,PhD candidate in gender and cultural studies @Sydney_Uni. He/him.,2021-10-27 11:59:28,"Weird to learn today at age 36 that after years of being bullied across 8 different schools, a few workplaces and certain social circles that the worst tormentor was inside my brain the whole time #OCD well I'm fucking ready this time",,42,90.75,23.75,95.13,25.77,42.00,19.05,85.71,14.29,7.14,7.14,0.00,2.38,0.00,2.38,0.00,0.00,0.00,0.00,7.14,2.38,0.00,0.00,0.00,2.38,2.38,7.14,2.38,0.00,2.38,0.00,2.38,2.38,7.14,0.00,4.76,2.38,0.00,0.00,2.38,0.00
2133,415086641,432,London,Children’s Book Illustrator 🎨 & former @pathwaysinto Mentee 🖍️ https://t.co/13CCOFiD3f 🖍 Represented by @HemingwayLorna @BLM_Agency,2021-10-27 11:51:28,I’m so incredibly proud of my husband for reaching episode 300 of his podcast! @TheOCDStories 🎉❤️ #ocd https://t.co/4qdWOcB60h,['ocd'],22,69.94,50.00,1.00,94.75,11.00,31.82,54.55,4.55,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,4.55,0.00,0.00,0.00
2134,1311981838026657792,16,,"One of the greatest regrets in life is being what others would want you to be, rather than being yourself.

Shannon L. Alder",2021-10-27 11:26:01,"When you are stress cleaning and feeing really down, but your cat will always come for cuddles. #oknottobeok #mentalhealthawareness #ocd #cat #emotionalsuppprtanimal https://t.co/RJRe237A2O",['oknottobeok'],27,36.10,77.05,58.07,1.00,13.50,22.22,62.96,3.70,0.00,3.70,3.70,0.00,0.00,7.41,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,3.70,7.41,7.41,3.70,0.00,3.70,0.00,0.00,0.00,7.41,3.70,3.70,0.00,3.70,0.00,0.00,0.00
2135,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 11:25:00,Online Psychotherapy for #OCD https://t.co/wCjfIfXsZo,['OCD'],9,98.87,50.00,1.00,25.77,9.00,22.22,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00
2136,885311783795212288,981,Hell,"A free thinker and freelance writer

follow me on
Readcash: https://t.co/y6u8LRptoP
HiveBlog: https://t.co/PYIoXZodvV",2021-10-27 11:06:55,"life is filled with wisdom, so learn in every event. try to look at it from a different perspective to learn something new https://t.co/BFoH1rzkEa 

#HiveBlogShare #perspective #learningisfun #posh #OCD",,33,97.28,38.08,98.01,80.64,16.50,21.21,78.79,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.27,15.15,0.00,0.00,6.06,3.03,3.03,3.03,0.00,3.03,0.00,0.00,0.00,0.00,15.15,0.00,3.03,0.00,3.03,0.00,0.00,0.00
2137,894509027366973440,9,Mayfair,Stress reduction and personal  transformation clinic in London Mayfair.,2021-10-27 11:01:25,"Retweet to those who really needs to see this message today. https://t.co/6DVeRk6sA0 

#depression #mentalhealth #stress #health #selfcare #mindfulness #wellness #selflove #mentalillness #motivation #mentalhealthawareness #recovery #meditation #love #happiness #anxiety #ocd #ptsd https://t.co/F2FojrdoeL","['depression', 'mentalhealth']",41,87.45,68.71,1.17,25.77,20.50,39.02,60.98,14.63,7.32,7.32,4.88,0.00,2.44,7.32,0.00,0.00,0.00,0.00,9.76,4.88,2.44,2.44,0.00,0.00,2.44,12.20,7.32,4.88,0.00,0.00,0.00,0.00,7.32,0.00,7.32,0.00,7.32,0.00,0.00,0.00
2138,48743186,63948,lilybaileyuk@gmail.com,"Writer and oversharing dog mum. Author of Because We Are Bad, a book about living with #OCD. Hosting #OCDTalkHour on Twitter every Wednesday 7pm UK time",2021-10-27 11:01:02,"#OCDTalkHour will be today at 7pm UK time. What would you like to talk about? #OCD","['OCDTalkHour', 'OCD']",16,56.25,96.95,7.84,99.00,5.33,12.50,81.25,6.25,6.25,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00
2139,20533552,140396,UK,The UK's leading anxiety charity.   For support call 03444 775 774 or ask Anxia at https://t.co/M60j4pn9yZ.   We're sorry we can't provide direct support via Twitter.,2021-10-27 11:00:45,"#Obsessive #Compulsive #Disorder - #OCD is a common #anxiety disorder but like all conditions, knowledge is power.   

This book is packed full of information and evidence-based strategies for management of this condition.  

Grab your copy here: https://t.co/kgA0mrwbhc","['Obsessive', 'Compulsive', 'Disorder', 'OCD', 'anxiety']",41,78.81,59.64,14.43,1.00,13.67,31.71,73.17,4.88,0.00,4.88,4.88,0.00,0.00,2.44,0.00,0.00,0.00,0.00,14.63,7.32,2.44,0.00,0.00,2.44,2.44,7.32,0.00,2.44,4.88,0.00,0.00,0.00,7.32,0.00,2.44,0.00,2.44,0.00,0.00,0.00
2140,2244058202,2004,,"Fairly normal lady, my opinions are my own, retweet’s are not endorsements. No DM’s #freethechildren #commonsense #criticalthinking #ifollowback",2021-10-27 10:59:07,What is the appropriate amount of cleaning to do before a cleaner arrives at your home to clean? #yesitidiedup #cleaningprep #defeatingthepurpose #ocd? #clean #anxiety #newthingsscareme,['yesitidiedup'],25,99.00,78.82,6.70,1.00,8.33,36.00,88.00,8.00,0.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2141,1427274772518408201,2,"London, England",,2021-10-27 10:56:41,"#Obsessive-compulsive #disorder is characterised by unreasonable thoughts and fears that lead to compulsive behaviours. Symptoms usually vary throughout life. Treatment includes talk therapy, medication or both.
For Info: https://t.co/InFhiFMUmh
#bipolardisorder #OCD #geriatrics https://t.co/GNoGPAAo6s","['Obsessive', 'disorder']",42,90.75,50.00,23.51,1.00,10.50,45.24,61.90,4.76,0.00,4.76,4.76,0.00,0.00,2.38,0.00,0.00,0.00,0.00,14.29,4.76,2.38,0.00,7.14,0.00,2.38,2.38,0.00,2.38,2.38,0.00,0.00,0.00,9.52,0.00,4.76,0.00,4.76,0.00,0.00,0.00
2142,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 10:50:00,Looking for online counseling via Skype? Skype counseling for help with anxiety &amp; depression. Go to: https://t.co/lTOyrdR0bg #anxiety #depression #OCD #PTSD #addiction #onlinetherapy,,27,99.00,86.68,15.12,1.00,13.50,37.04,70.37,14.81,0.00,14.81,7.41,0.00,7.41,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,0.00,0.00,0.00
2143,1436258074852044830,71,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-27 10:37:33,Restoration today is watching Private Practice and playing Werewolf The Apocalypse Earthblood. Wish my wife's work wasn't as stressful at the moment (she took extra a while ago - now they're being difficult) so she could recover properly. #mentalhealth #bipolar #anxiety  #OCD,,41,40.29,68.71,3.05,1.00,13.67,36.59,85.37,9.76,2.44,7.32,4.88,0.00,0.00,12.20,2.44,0.00,7.32,0.00,7.32,0.00,0.00,4.88,0.00,0.00,2.44,14.63,2.44,7.32,0.00,2.44,2.44,7.32,14.63,2.44,0.00,0.00,0.00,0.00,0.00,0.00
2144,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 10:20:00,Online Counseling for Obsessive Compulsive Disorder. Online Mindfulness Therapy. Contact me to schedule online therapy via Skype. Most people see big improvements after 3-4 sessions. Go to: Online Psychotherapy for OCD https://t.co/wCjfIfXsZo #OCD #OCDTreatment #OCDRecovery,,40,99.00,69.14,43.37,25.77,8.00,37.50,62.50,5.00,2.50,2.50,2.50,0.00,0.00,7.50,0.00,2.50,0.00,0.00,5.00,2.50,0.00,0.00,2.50,0.00,0.00,5.00,0.00,2.50,2.50,0.00,0.00,0.00,5.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00
2145,1379966806098542594,31,,Photographer - Nature lover - Outdoor activity - Local guide - Travel,2021-10-27 09:44:38,"Wednesday Afternoon Walk In A Peaceful Place
https://t.co/dVFTTHWygw
#hive #wednesdaywalk #nature #posh #ocd","['hive', 'wednesdaywalk', 'nature', 'posh', 'ocd']",17,99.00,50.00,99.00,98.87,17.00,29.41,58.82,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00
2146,1164457602203443201,43,,"выживут только фрилансеры © 
криптоентузіаст, криптоблогер",2021-10-27 09:43:05,"Odesa guidebook: Must-see places #23 Kouris castle

#hive #Ukraine #Odesa #travel #architecture #pinmapple #OCD #photography #travelphotography #travelblogger #Posh 

https://t.co/ejUiV1tGem","['hive', 'Ukraine', 'Odesa', 'travel', 'architecture', 'pinmapple', 'OCD']",24,88.46,50.00,1.00,25.77,24.00,33.33,29.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,0.00,4.17,0.00,0.00,0.00
2147,915134975246090240,243,"Canterbury Region, New Zealand","Sex work is a legitimate profession & needs equality for a safer, ethical industry. People fuck, some of us get paid for it. vaginas are fantastic",2021-10-27 09:28:13,"So I was diagnosed with #PMDD in 2022, aaaand now am being looked in to for #ADHD and possibly #OCD too 🙃 ha ha ha lol lol how have I been doing life like this. Shall be an interesting journey in 2022 - but, by golly if it’s a thing imagine the FOCUS I will gain for study etc 🤤","['PMDD', 'ADHD', 'OCD']",57,44.73,19.02,38.82,99.00,28.50,8.77,85.96,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,3.51,1.75,1.75,3.51,0.00,3.51,1.75,0.00,1.75,0.00,1.75,0.00,5.26,8.77,3.51,8.77,0.00,8.77,0.00,0.00,0.00
2148,89962967,29195,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 09:10:01,Online Mindfulness Therapy for OCD https://t.co/rV5lUQco5D #OCD #OCDrecovery #OCDawareness #IntrusiveThoughts,"['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']",14,97.73,50.00,1.06,25.77,14.00,42.86,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00
2149,1436258074852044830,71,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-27 09:09:51,"Wednesday goals!
1. Watch #PrivatePractice 
2. Read The Witcher Sword of Destiny
3. Dinner out w/ mother &amp; partner (host?)
4. Drink 2.5 litres
5. Eat
6. Take meds
7. Don't self-harm
8. Keep distracted 
9. Survive
#mentalhealth #bipolar #anxiety #OCD",['PrivatePractice'],42,95.20,76.25,1.06,1.00,3.50,23.81,59.52,9.52,0.00,7.14,2.38,0.00,0.00,9.52,2.38,2.38,4.76,0.00,2.38,2.38,0.00,0.00,0.00,0.00,0.00,9.52,2.38,4.76,0.00,4.76,0.00,0.00,11.90,2.38,2.38,0.00,2.38,0.00,0.00,0.00
2150,1436258074852044830,71,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-27 09:01:42,"Yesterday's positives and achievement.
+) Completed The Witcher 3 Wild Hunt (PS4)
+) Indian takeaway
+) Read
A) Tolerated mother and partner
#mentalhealth #bipolar #anxiety #OCD",,23,93.26,90.38,1.00,1.00,11.50,47.83,69.57,13.04,4.35,8.70,4.35,0.00,0.00,13.04,4.35,4.35,8.70,0.00,8.70,0.00,0.00,0.00,0.00,8.70,0.00,13.04,4.35,4.35,0.00,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
